Datum von;Datum bis;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Erdgas [MWh] Berechnete Auflösungen;Netzlast [MWh] Berechnete Auflösungen;Deutschland/Luxemburg [€/MWh] Originalauflösungen
15.06.2025 14:00;15.06.2025 15:00;5.070,50;27.442,50;1.592,00;43.962,25;-5,00
15.06.2025 15:00;15.06.2025 16:00;6.991,50;23.345,25;1.603,50;43.688,00;-2,00
15.06.2025 16:00;15.06.2025 17:00;9.829,25;19.388,75;1.655,75;44.671,75;-0,01
15.06.2025 17:00;15.06.2025 18:00;12.250,00;14.252,50;2.099,25;47.175,75;54,79
15.06.2025 18:00;15.06.2025 19:00;13.667,50;8.510,50;2.791,75;47.748,50;96,43
15.06.2025 19:00;15.06.2025 20:00;13.975,75;4.203,75;3.346,00;46.881,00;109,00
15.06.2025 20:00;15.06.2025 21:00;13.340,75;1.435,50;3.838,00;45.974,00;114,59
15.06.2025 21:00;15.06.2025 22:00;11.883,25;159,25;3.958,00;44.909,25;135,43
15.06.2025 22:00;15.06.2025 23:00;10.970,25;2,75;4.088,75;44.262,75;127,63
15.06.2025 23:00;16.06.2025 00:00;12.168,50;0,00;3.498,75;42.275,50;106,54
15.07.2024 00:00;15.07.2024 01:00;5.127,50;6,50;4.114,25;40.202,50;79,35
15.07.2024 01:00;15.07.2024 02:00;5.855,50;3,50;3.821,50;38.403,75;66,24
15.07.2024 02:00;15.07.2024 03:00;5.955,75;3,00;3.629,50;37.449,25;58,17
15.07.2024 03:00;15.07.2024 04:00;5.938,50;3,75;3.699,00;37.337,00;63,03
15.07.2024 04:00;15.07.2024 05:00;5.931,75;7,50;3.928,00;38.485,50;67,82
15.07.2024 05:00;15.07.2024 06:00;5.974,25;284,75;4.491,25;41.392,25;80,07
15.07.2024 06:00;15.07.2024 07:00;5.723,50;2.844,00;4.644,75;48.658,00;120,00
15.07.2024 07:00;15.07.2024 08:00;4.882,50;9.625,25;4.755,00;53.888,25;144,10
15.07.2024 08:00;15.07.2024 09:00;3.451,25;19.470,50;3.738,75;57.322,25;89,77
15.07.2024 09:00;15.07.2024 10:00;3.512,75;29.589,25;2.817,25;57.890,75;59,29
15.07.2024 10:00;15.07.2024 11:00;4.090,25;37.088,25;2.676,25;57.713,25;35,52
15.07.2024 11:00;15.07.2024 12:00;4.373,50;42.312,00;2.523,50;58.323,00;11,29
15.07.2024 12:00;15.07.2024 13:00;4.513,75;44.973,25;2.533,50;57.717,25;0,07
15.07.2024 13:00;15.07.2024 14:00;3.975,75;44.466,50;2.452,00;56.881,50;-0,01
15.07.2024 14:00;15.07.2024 15:00;3.163,25;42.838,50;2.432,25;55.715,00;-0,07
15.07.2024 15:00;15.07.2024 16:00;2.307,25;39.003,50;2.681,00;54.745,75;3,54
15.07.2024 16:00;15.07.2024 17:00;1.658,00;32.255,00;3.642,50;54.402,50;44,29
15.07.2024 17:00;15.07.2024 18:00;1.353,50;23.999,25;5.754,75;54.922,25;82,00
15.07.2024 18:00;15.07.2024 19:00;1.207,00;13.893,25;8.078,00;56.188,75;114,35
15.07.2024 19:00;15.07.2024 20:00;1.678,75;5.436,50;9.254,50;56.222,00;204,19
15.07.2024 20:00;15.07.2024 21:00;3.114,75;1.424,50;9.476,50;54.033,75;224,96
15.07.2024 21:00;15.07.2024 22:00;5.786,00;82,50;9.198,50;51.695,50;143,56
15.07.2024 22:00;15.07.2024 23:00;8.665,75;3,50;8.505,00;49.605,00;92,48
15.07.2024 23:00;16.07.2024 00:00;13.243,75;3,75;7.137,25;47.442,75;80,10
15.08.2024 00:00;15.08.2024 01:00;2.478,75;3,75;8.550,25;45.334,75;110,33
15.08.2024 01:00;15.08.2024 02:00;2.459,00;3,50;8.026,25;43.381,50;109,66
15.08.2024 02:00;15.08.2024 03:00;2.549,25;3,75;7.247,00;42.235,00;105,30
15.08.2024 03:00;15.08.2024 04:00;2.554,50;4,25;6.510,50;42.002,75;94,74
15.08.2024 04:00;15.08.2024 05:00;2.777,25;3,50;6.808,25;42.328,00;96,02
15.08.2024 05:00;15.08.2024 06:00;2.876,75;9,00;7.074,25;44.817,00;108,91
15.08.2024 06:00;15.08.2024 07:00;2.989,50;699,00;7.212,50;49.710,00;119,75
15.08.2024 07:00;15.08.2024 08:00;2.591,50;4.583,00;7.207,75;53.980,00;120,71
15.08.2024 08:00;15.08.2024 09:00;1.906,75;11.292,75;6.029,00;56.919,75;114,97
15.08.2024 09:00;15.08.2024 10:00;1.757,25;19.411,25;3.232,50;57.606,25;91,12
15.08.2024 10:00;15.08.2024 11:00;2.138,50;27.435,75;2.470,50;58.191,25;59,10
15.08.2024 11:00;15.08.2024 12:00;2.394,00;33.940,25;2.334,00;58.597,00;19,94
15.08.2024 12:00;15.08.2024 13:00;2.524,50;37.582,75;2.322,50;57.652,50;9,86
15.08.2024 13:00;15.08.2024 14:00;2.765,75;38.782,00;2.310,75;56.150,25;0,01
15.08.2024 14:00;15.08.2024 15:00;3.066,75;37.076,25;2.302,25;54.629,75;-0,04
15.08.2024 15:00;15.08.2024 16:00;4.018,50;33.737,75;2.308,25;54.079,50;4,25
15.08.2024 16:00;15.08.2024 17:00;5.097,75;27.951,25;2.455,75;53.961,75;33,41
15.08.2024 17:00;15.08.2024 18:00;5.825,75;20.330,75;2.875,50;54.820,75;77,26
15.08.2024 18:00;15.08.2024 19:00;5.292,50;11.004,50;4.982,00;56.087,25;119,93
15.08.2024 19:00;15.08.2024 20:00;4.218,00;3.505,00;6.888,75;56.132,75;142,51
15.08.2024 20:00;15.08.2024 21:00;4.147,00;316,75;7.366,25;54.594,25;160,30
15.08.2024 21:00;15.08.2024 22:00;4.255,25;14,25;7.596,75;52.675,50;140,84
15.08.2024 22:00;15.08.2024 23:00;5.247,75;6,75;7.321,75;49.563,00;118,87
15.08.2024 23:00;16.08.2024 00:00;5.958,00;7,00;6.352,25;46.308,25;94,94
15.09.2024 00:00;15.09.2024 01:00;11.426,75;7,75;3.143,75;38.322,25;78,11
15.09.2024 01:00;15.09.2024 02:00;10.732,75;6,75;3.073,00;36.627,25;70,07
15.09.2024 02:00;15.09.2024 03:00;10.339,00;3,25;2.829,00;35.623,50;66,60
15.09.2024 03:00;15.09.2024 04:00;10.111,00;3,25;2.886,50;35.295,25;67,15
15.09.2024 04:00;15.09.2024 05:00;10.180,00;2,75;2.825,25;35.542,75;63,66
15.09.2024 05:00;15.09.2024 06:00;10.542,50;2,50;2.818,50;36.333,25;65,61
15.09.2024 06:00;15.09.2024 07:00;11.096,75;21,50;2.934,75;37.552,00;69,18
15.09.2024 07:00;15.09.2024 08:00;10.917,25;1.571,25;3.158,25;38.924,25;85,42
15.09.2024 08:00;15.09.2024 09:00;9.636,00;7.591,75;3.131,00;41.713,25;76,96
15.09.2024 09:00;15.09.2024 10:00;8.552,50;15.835,00;2.361,50;44.824,50;54,07
15.09.2024 10:00;15.09.2024 11:00;8.988,75;23.300,50;2.187,25;47.043,00;10,92
15.09.2024 11:00;15.09.2024 12:00;9.773,50;28.328,50;2.185,50;47.607,25;0,07
15.09.2024 12:00;15.09.2024 13:00;9.111,25;30.744,25;2.109,75;47.149,75;0,00
15.09.2024 13:00;15.09.2024 14:00;9.055,25;31.319,75;2.112,50;44.743,25;-0,01
15.09.2024 14:00;15.09.2024 15:00;8.840,75;29.027,25;2.118,00;42.619,25;-0,41
15.09.2024 15:00;15.09.2024 16:00;8.528,25;23.753,25;2.192,50;42.457,00;-0,27
15.09.2024 16:00;15.09.2024 17:00;9.801,75;16.999,50;2.219,25;44.153,00;19,70
15.09.2024 17:00;15.09.2024 18:00;10.542,50;9.602,25;2.659,75;46.466,00;82,25
15.09.2024 18:00;15.09.2024 19:00;9.648,00;3.107,50;2.908,50;48.232,25;112,80
15.09.2024 19:00;15.09.2024 20:00;8.580,25;227,00;3.404,75;48.887,75;133,16
15.09.2024 20:00;15.09.2024 21:00;8.049,00;15,25;3.372,50;48.410,25;123,60
15.09.2024 21:00;15.09.2024 22:00;8.109,25;4,00;3.333,25;46.412,50;112,68
15.09.2024 22:00;15.09.2024 23:00;8.048,50;4,00;3.271,75;44.740,00;107,11
15.09.2024 23:00;16.09.2024 00:00;7.371,25;4,50;3.260,50;42.006,00;92,60
15.10.2024 00:00;15.10.2024 01:00;2.658,75;4,00;4.803,50;44.317,50;91,23
15.10.2024 01:00;15.10.2024 02:00;2.686,50;4,25;4.395,25;43.175,25;86,49
15.10.2024 02:00;15.10.2024 03:00;2.849,50;4,25;4.347,50;43.299,25;88,35
15.10.2024 03:00;15.10.2024 04:00;3.099,25;4,75;4.279,25;43.237,00;84,04
15.10.2024 04:00;15.10.2024 05:00;3.226,00;4,25;4.570,50;45.034,25;80,80
15.10.2024 05:00;15.10.2024 06:00;3.141,00;4,25;6.027,25;47.222,50;89,51
15.10.2024 06:00;15.10.2024 07:00;3.493,75;10,00;8.783,75;54.037,00;114,53
15.10.2024 07:00;15.10.2024 08:00;3.964,00;98,50;9.792,25;59.240,50;185,39
15.10.2024 08:00;15.10.2024 09:00;4.371,50;2.639,25;9.895,50;61.511,00;176,61
15.10.2024 09:00;15.10.2024 10:00;4.256,00;9.314,50;8.601,50;61.792,75;110,54
15.10.2024 10:00;15.10.2024 11:00;3.486,00;16.008,00;6.515,50;61.748,50;92,75
15.10.2024 11:00;15.10.2024 12:00;2.945,25;21.017,00;5.314,50;62.334,25;83,05
15.10.2024 12:00;15.10.2024 13:00;3.767,75;22.884,00;4.495,25;62.670,25;78,47
15.10.2024 13:00;15.10.2024 14:00;4.490,00;22.226,75;4.038,25;61.970,00;71,75
15.10.2024 14:00;15.10.2024 15:00;4.893,75;19.652,50;4.233,25;59.904,75;75,90
15.10.2024 15:00;15.10.2024 16:00;5.682,00;15.187,75;4.506,25;57.911,00;83,36
15.10.2024 16:00;15.10.2024 17:00;6.428,00;8.854,25;4.837,75;57.161,50;89,03
15.10.2024 17:00;15.10.2024 18:00;7.725,75;2.625,75;5.627,75;58.064,50;120,69
15.10.2024 18:00;15.10.2024 19:00;11.598,00;114,00;6.415,25;60.111,50;136,79
15.10.2024 19:00;15.10.2024 20:00;16.577,75;29,50;6.711,75;60.853,50;97,31
15.10.2024 20:00;15.10.2024 21:00;19.999,50;26,75;6.042,75;57.378,75;76,26
15.10.2024 21:00;15.10.2024 22:00;22.426,00;25,25;5.190,25;54.202,00;66,65
15.10.2024 22:00;15.10.2024 23:00;23.023,75;21,75;4.487,25;50.856,75;59,65
15.10.2024 23:00;16.10.2024 00:00;24.837,50;19,50;3.669,00;47.338,50;40,78
15.11.2024 00:00;15.11.2024 01:00;7.027,50;13,50;10.261,75;48.182,75;110,44
15.11.2024 01:00;15.11.2024 02:00;6.417,75;11,50;9.411,75;46.139,75;106,71
15.11.2024 02:00;15.11.2024 03:00;6.155,75;12,25;9.556,75;45.456,50;107,01
15.11.2024 03:00;15.11.2024 04:00;6.414,75;15,75;9.576,50;45.893,75;103,62
15.11.2024 04:00;15.11.2024 05:00;6.614,50;16,25;9.384,75;47.678,25;104,42
15.11.2024 05:00;15.11.2024 06:00;6.837,75;15,00;10.080,25;51.150,75;108,60
15.11.2024 06:00;15.11.2024 07:00;7.185,00;18,75;12.250,00;58.531,25;129,26
15.11.2024 07:00;15.11.2024 08:00;7.603,75;88,25;14.129,50;64.466,50;144,16
15.11.2024 08:00;15.11.2024 09:00;7.590,75;1.367,75;14.294,25;66.814,50;157,77
15.11.2024 09:00;15.11.2024 10:00;6.930,00;3.689,75;14.124,00;67.117,50;150,86
15.11.2024 10:00;15.11.2024 11:00;6.524,75;5.834,25;13.712,50;67.390,75;138,84
15.11.2024 11:00;15.11.2024 12:00;7.190,75;7.024,00;13.326,00;67.754,75;135,08
15.11.2024 12:00;15.11.2024 13:00;8.143,75;6.697,50;12.909,00;66.899,25;121,74
15.11.2024 13:00;15.11.2024 14:00;8.160,75;5.296,00;13.082,50;65.552,50;121,80
15.11.2024 14:00;15.11.2024 15:00;7.582,50;3.402,50;13.336,00;64.578,00;131,89
15.11.2024 15:00;15.11.2024 16:00;7.489,00;1.336,25;13.461,25;64.296,75;141,75
15.11.2024 16:00;15.11.2024 17:00;7.934,75;111,75;14.038,00;65.445,50;133,95
15.11.2024 17:00;15.11.2024 18:00;8.402,50;35,50;14.386,00;67.414,00;136,26
15.11.2024 18:00;15.11.2024 19:00;9.258,00;30,75;14.748,75;67.107,25;134,77
15.11.2024 19:00;15.11.2024 20:00;10.315,25;33,00;14.797,00;65.292,00;128,39
15.11.2024 20:00;15.11.2024 21:00;11.860,50;28,25;14.178,00;62.251,50;115,73
15.11.2024 21:00;15.11.2024 22:00;13.129,50;25,50;12.085,25;59.428,00;110,74
15.11.2024 22:00;15.11.2024 23:00;13.401,50;22,50;11.258,50;56.381,50;108,19
15.11.2024 23:00;16.11.2024 00:00;14.044,75;21,75;10.597,75;52.915,00;98,10
15.12.2024 00:00;15.12.2024 01:00;25.018,00;7,25;5.514,75;48.104,75;73,58
15.12.2024 01:00;15.12.2024 02:00;25.577,25;7,00;5.380,50;46.468,00;68,48
15.12.2024 02:00;15.12.2024 03:00;26.188,75;7,00;5.447,75;45.097,75;67,61
15.12.2024 03:00;15.12.2024 04:00;26.769,00;7,00;5.095,50;44.139,50;59,39
15.12.2024 04:00;15.12.2024 05:00;26.753,50;7,00;4.979,75;44.449,25;55,33
15.12.2024 05:00;15.12.2024 06:00;26.976,50;7,00;4.753,75;44.863,00;52,74
15.12.2024 06:00;15.12.2024 07:00;27.735,00;7,25;4.442,75;45.679,50;45,62
15.12.2024 07:00;15.12.2024 08:00;27.896,75;8,50;4.815,75;47.668,50;53,92
15.12.2024 08:00;15.12.2024 09:00;28.532,00;332,50;4.933,00;50.396,75;65,30
15.12.2024 09:00;15.12.2024 10:00;29.994,75;2.108,50;5.218,25;53.639,25;70,65
15.12.2024 10:00;15.12.2024 11:00;31.244,50;4.175,50;5.315,50;55.795,00;65,26
15.12.2024 11:00;15.12.2024 12:00;33.268,00;5.721,50;5.116,25;58.124,75;60,90
15.12.2024 12:00;15.12.2024 13:00;35.186,75;5.275,00;5.283,00;58.083,75;61,50
15.12.2024 13:00;15.12.2024 14:00;36.918,75;3.847,25;5.027,50;57.341,25;47,51
15.12.2024 14:00;15.12.2024 15:00;37.929,50;2.007,50;5.176,00;55.373,75;49,47
15.12.2024 15:00;15.12.2024 16:00;39.259,00;536,00;5.159,75;55.918,50;47,92
15.12.2024 16:00;15.12.2024 17:00;41.035,00;32,00;5.312,50;57.497,25;38,00
15.12.2024 17:00;15.12.2024 18:00;42.441,00;15,00;5.647,25;59.836,00;43,42
15.12.2024 18:00;15.12.2024 19:00;42.909,50;8,50;5.487,50;59.995,00;28,33
15.12.2024 19:00;15.12.2024 20:00;43.296,75;7,50;5.420,50;58.928,00;24,55
15.12.2024 20:00;15.12.2024 21:00;43.624,00;9,25;4.946,00;56.317,25;18,55
15.12.2024 21:00;15.12.2024 22:00;43.919,25;8,25;4.727,50;53.966,75;13,96
15.12.2024 22:00;15.12.2024 23:00;41.820,75;8,25;4.427,75;52.633,50;10,08
15.12.2024 23:00;16.12.2024 00:00;42.166,75;6,75;3.757,00;50.006,50;2,29
16.01.2025 00:00;16.01.2025 01:00;1.651,50;6,00;15.538,00;52.214,25;126,33
16.01.2025 01:00;16.01.2025 02:00;1.947,50;5,50;14.669,75;51.586,50;119,12
16.01.2025 02:00;16.01.2025 03:00;2.385,50;5,00;14.674,25;50.583,50;117,62
16.01.2025 03:00;16.01.2025 04:00;2.779,50;5,00;14.722,00;50.776,25;115,03
16.01.2025 04:00;16.01.2025 05:00;3.191,75;5,00;14.805,25;52.439,75;115,75
16.01.2025 05:00;16.01.2025 06:00;3.678,00;5,50;15.624,25;55.919,50;123,27
16.01.2025 06:00;16.01.2025 07:00;4.449,75;6,75;16.634,00;62.634,50;138,70
16.01.2025 07:00;16.01.2025 08:00;5.081,25;12,50;17.399,00;68.333,75;173,04
16.01.2025 08:00;16.01.2025 09:00;5.944,75;334,00;17.974,75;71.455,00;199,65
16.01.2025 09:00;16.01.2025 10:00;6.137,00;2.463,00;17.954,50;71.790,50;175,00
16.01.2025 10:00;16.01.2025 11:00;6.016,50;5.665,50;17.945,00;72.243,50;151,90
16.01.2025 11:00;16.01.2025 12:00;6.040,25;8.359,00;18.098,75;72.221,25;140,64
16.01.2025 12:00;16.01.2025 13:00;6.079,75;9.307,75;17.706,50;71.798,75;131,13
16.01.2025 13:00;16.01.2025 14:00;5.675,25;8.724,25;17.314,75;71.152,25;130,58
16.01.2025 14:00;16.01.2025 15:00;5.035,25;6.808,25;17.286,00;69.368,00;138,42
16.01.2025 15:00;16.01.2025 16:00;4.767,00;3.379,00;17.217,00;69.040,75;163,04
16.01.2025 16:00;16.01.2025 17:00;5.037,00;488,00;17.709,00;70.141,00;179,20
16.01.2025 17:00;16.01.2025 18:00;5.427,50;14,50;18.183,00;72.064,75;191,56
16.01.2025 18:00;16.01.2025 19:00;5.782,50;19,25;18.137,50;71.571,25;184,32
16.01.2025 19:00;16.01.2025 20:00;5.773,25;12,25;17.037,25;70.022,50;179,97
16.01.2025 20:00;16.01.2025 21:00;5.996,50;6,25;16.708,00;66.681,50;159,60
16.01.2025 21:00;16.01.2025 22:00;5.697,25;6,00;16.265,50;63.325,25;141,60
16.01.2025 22:00;16.01.2025 23:00;5.381,75;5,75;15.533,00;60.629,50;135,29
16.01.2025 23:00;17.01.2025 00:00;5.178,50;5,00;14.496,25;57.110,00;123,75
16.02.2025 00:00;16.02.2025 01:00;4.864,75;6,50;9.247,25;49.155,00;134,11
16.02.2025 01:00;16.02.2025 02:00;5.775,00;6,50;8.678,75;47.339,50;128,90
16.02.2025 02:00;16.02.2025 03:00;6.673,75;7,25;8.639,50;46.182,00;123,57
16.02.2025 03:00;16.02.2025 04:00;7.348,50;7,00;8.482,75;45.805,25;119,90
16.02.2025 04:00;16.02.2025 05:00;7.935,25;6,25;8.417,25;45.514,25;119,57
16.02.2025 05:00;16.02.2025 06:00;8.529,00;6,00;8.368,50;45.774,25;120,18
16.02.2025 06:00;16.02.2025 07:00;8.990,75;6,75;8.364,00;46.000,25;119,92
16.02.2025 07:00;16.02.2025 08:00;9.283,75;153,25;8.438,00;47.806,50;127,51
16.02.2025 08:00;16.02.2025 09:00;8.758,75;2.171,50;8.849,25;50.274,50;129,60
16.02.2025 09:00;16.02.2025 10:00;8.126,25;6.253,00;8.832,50;53.679,25;130,49
16.02.2025 10:00;16.02.2025 11:00;7.935,00;11.525,50;8.367,50;56.385,50;127,70
16.02.2025 11:00;16.02.2025 12:00;7.610,00;16.163,00;7.854,50;57.450,50;124,03
16.02.2025 12:00;16.02.2025 13:00;6.744,75;17.938,50;7.816,25;56.774,00;124,67
16.02.2025 13:00;16.02.2025 14:00;6.599,25;16.713,50;7.680,25;54.766,75;118,77
16.02.2025 14:00;16.02.2025 15:00;6.664,75;13.623,75;7.732,25;53.535,00;121,02
16.02.2025 15:00;16.02.2025 16:00;7.054,25;8.703,25;8.412,00;52.720,50;129,55
16.02.2025 16:00;16.02.2025 17:00;7.103,25;3.543,75;10.297,25;53.623,25;137,68
16.02.2025 17:00;16.02.2025 18:00;7.546,50;319,50;12.282,50;56.680,25;153,98
16.02.2025 18:00;16.02.2025 19:00;8.207,50;12,25;12.649,75;60.153,25;169,98
16.02.2025 19:00;16.02.2025 20:00;8.467,50;9,50;12.629,00;59.359,25;160,29
16.02.2025 20:00;16.02.2025 21:00;8.656,50;6,75;12.674,25;57.110,00;153,72
16.02.2025 21:00;16.02.2025 22:00;8.642,25;6,00;12.213,00;55.205,75;139,34
16.02.2025 22:00;16.02.2025 23:00;8.189,50;6,00;12.366,50;53.761,00;137,62
16.02.2025 23:00;17.02.2025 00:00;7.695,50;5,00;11.631,50;51.858,50;131,51
16.03.2025 00:00;16.03.2025 01:00;11.909,50;11,50;5.661,00;43.486,75;90,01
16.03.2025 01:00;16.03.2025 02:00;10.919,50;6,00;5.669,75;41.870,75;85,79
16.03.2025 02:00;16.03.2025 03:00;9.721,00;6,25;5.734,00;41.012,00;79,62
16.03.2025 03:00;16.03.2025 04:00;8.709,75;6,00;5.717,50;41.029,25;78,18
16.03.2025 04:00;16.03.2025 05:00;8.270,50;6,00;5.773,50;41.463,25;78,60
16.03.2025 05:00;16.03.2025 06:00;8.207,50;7,25;5.936,25;41.494,25;80,51
16.03.2025 06:00;16.03.2025 07:00;8.276,75;290,00;5.810,00;41.839,00;85,14
16.03.2025 07:00;16.03.2025 08:00;7.657,50;4.803,25;5.325,00;43.839,00;82,07
16.03.2025 08:00;16.03.2025 09:00;6.244,75;14.330,25;4.958,00;47.749,50;77,95
16.03.2025 09:00;16.03.2025 10:00;4.867,50;24.081,00;3.567,50;50.607,75;56,90
16.03.2025 10:00;16.03.2025 11:00;4.843,00;30.519,00;3.066,75;51.675,00;24,09
16.03.2025 11:00;16.03.2025 12:00;5.782,25;33.415,25;3.019,75;51.892,75;2,90
16.03.2025 12:00;16.03.2025 13:00;7.143,00;32.737,75;3.011,00;51.362,25;1,01
16.03.2025 13:00;16.03.2025 14:00;8.286,00;30.247,25;2.992,50;50.089,25;0,19
16.03.2025 14:00;16.03.2025 15:00;8.676,75;26.136,50;2.985,25;48.729,50;2,53
16.03.2025 15:00;16.03.2025 16:00;9.454,25;20.002,75;3.114,50;48.266,75;31,00
16.03.2025 16:00;16.03.2025 17:00;10.769,00;11.977,25;4.259,75;49.030,25;71,11
16.03.2025 17:00;16.03.2025 18:00;10.153,00;3.644,75;5.951,25;51.997,25;116,81
16.03.2025 18:00;16.03.2025 19:00;9.894,25;172,50;7.600,50;55.730,25;130,84
16.03.2025 19:00;16.03.2025 20:00;11.554,50;20,50;8.512,25;55.787,25;140,00
16.03.2025 20:00;16.03.2025 21:00;13.399,50;21,75;8.330,75;53.168,50;125,28
16.03.2025 21:00;16.03.2025 22:00;14.444,75;12,25;7.998,00;51.733,00;107,73
16.03.2025 22:00;16.03.2025 23:00;14.224,25;11,50;7.898,75;50.798,50;100,80
16.03.2025 23:00;17.03.2025 00:00;14.687,00;7,75;7.797,00;48.436,75;79,71
16.04.2025 00:00;16.04.2025 01:00;9.369,75;4,50;5.334,00;45.475,25;88,01
16.04.2025 01:00;16.04.2025 02:00;9.167,25;4,00;4.464,00;44.030,50;82,04
16.04.2025 02:00;16.04.2025 03:00;8.930,00;5,00;4.220,25;43.275,25;82,20
16.04.2025 03:00;16.04.2025 04:00;7.689,25;5,25;4.224,50;43.396,50;81,40
16.04.2025 04:00;16.04.2025 05:00;6.339,25;5,00;4.546,25;43.941,00;82,99
16.04.2025 05:00;16.04.2025 06:00;5.568,25;9,25;5.777,00;47.700,50;99,40
16.04.2025 06:00;16.04.2025 07:00;4.965,50;510,50;6.764,75;53.454,00;121,00
16.04.2025 07:00;16.04.2025 08:00;4.241,25;4.877,25;6.833,50;57.554,25;135,14
16.04.2025 08:00;16.04.2025 09:00;3.137,50;13.568,00;6.304,25;60.818,00;109,94
16.04.2025 09:00;16.04.2025 10:00;1.920,50;22.676,00;5.709,25;60.309,00;94,82
16.04.2025 10:00;16.04.2025 11:00;1.271,00;30.114,25;4.639,25;60.536,00;79,75
16.04.2025 11:00;16.04.2025 12:00;1.470,50;35.371,75;3.742,00;59.607,75;64,08
16.04.2025 12:00;16.04.2025 13:00;2.109,50;36.874,50;3.176,50;58.912,25;35,30
16.04.2025 13:00;16.04.2025 14:00;3.131,50;34.420,50;2.885,00;58.090,25;22,40
16.04.2025 14:00;16.04.2025 15:00;4.535,00;30.513,00;2.780,75;57.204,00;24,94
16.04.2025 15:00;16.04.2025 16:00;5.964,00;25.335,75;2.812,25;57.571,25;55,00
16.04.2025 16:00;16.04.2025 17:00;8.508,25;19.049,75;3.133,00;57.574,25;68,00
16.04.2025 17:00;16.04.2025 18:00;10.315,00;11.799,00;5.350,00;58.300,75;93,16
16.04.2025 18:00;16.04.2025 19:00;11.723,00;5.170,75;7.166,75;59.614,25;118,00
16.04.2025 19:00;16.04.2025 20:00;12.256,50;1.210,25;7.780,50;58.935,00;146,52
16.04.2025 20:00;16.04.2025 21:00;14.414,50;43,00;7.868,25;58.429,75;136,48
16.04.2025 21:00;16.04.2025 22:00;17.257,25;10,75;7.656,25;56.648,25;121,00
16.04.2025 22:00;16.04.2025 23:00;18.409,75;6,50;6.908,25;53.073,00;109,69
16.04.2025 23:00;17.04.2025 00:00;18.360,50;5,00;5.837,00;49.790,25;98,59
16.05.2025 00:00;16.05.2025 01:00;10.668,25;0,00;5.802,25;44.891,00;94,50
16.05.2025 01:00;16.05.2025 02:00;10.101,00;0,00;5.255,25;43.095,00;88,47
16.05.2025 02:00;16.05.2025 03:00;9.768,25;0,00;5.108,50;42.543,25;84,91
16.05.2025 03:00;16.05.2025 04:00;10.132,75;0,00;5.242,50;42.675,75;85,00
16.05.2025 04:00;16.05.2025 05:00;10.678,50;0,50;5.459,50;43.237,00;88,76
16.05.2025 05:00;16.05.2025 06:00;11.107,25;217,50;5.534,00;45.930,25;98,26
16.05.2025 06:00;16.05.2025 07:00;10.415,75;2.958,25;5.631,50;52.309,25;113,18
16.05.2025 07:00;16.05.2025 08:00;8.195,00;9.667,50;5.598,50;56.634,25;117,60
16.05.2025 08:00;16.05.2025 09:00;6.969,25;19.401,25;4.621,25;58.838,75;106,66
16.05.2025 09:00;16.05.2025 10:00;7.465,50;29.114,00;2.631,75;58.391,25;78,99
16.05.2025 10:00;16.05.2025 11:00;8.983,00;35.228,75;2.072,50;57.256,25;11,11
16.05.2025 11:00;16.05.2025 12:00;10.634,25;36.296,00;2.064,25;56.254,25;-0,01
16.05.2025 12:00;16.05.2025 13:00;11.891,00;36.584,50;2.153,25;55.484,50;-3,15
16.05.2025 13:00;16.05.2025 14:00;12.847,50;36.075,50;2.227,00;54.646,50;-1,97
16.05.2025 14:00;16.05.2025 15:00;13.916,25;33.298,00;2.127,25;53.305,25;-1,55
16.05.2025 15:00;16.05.2025 16:00;14.624,75;29.855,50;2.073,00;52.808,25;-0,01
16.05.2025 16:00;16.05.2025 17:00;15.030,75;25.128,25;2.315,00;52.916,00;2,98
16.05.2025 17:00;16.05.2025 18:00;15.067,50;18.282,75;2.867,50;53.980,75;69,79
16.05.2025 18:00;16.05.2025 19:00;14.037,50;10.713,25;4.583,75;54.517,25;100,05
16.05.2025 19:00;16.05.2025 20:00;11.864,50;4.545,50;6.121,50;54.426,00;111,81
16.05.2025 20:00;16.05.2025 21:00;9.176,00;965,75;7.061,25;51.955,00;154,91
16.05.2025 21:00;16.05.2025 22:00;8.068,75;12,00;6.649,50;50.467,75;143,23
16.05.2025 22:00;16.05.2025 23:00;7.871,00;0,00;6.369,75;47.833,00;116,08
16.05.2025 23:00;17.05.2025 00:00;8.517,75;1,00;6.189,00;45.207,25;102,08
16.06.2025 00:00;16.06.2025 01:00;12.847,00;0,00;2.871,00;41.026,50;105,72
16.06.2025 01:00;16.06.2025 02:00;12.994,25;0,00;2.721,00;40.264,75;91,64
16.06.2025 02:00;16.06.2025 03:00;13.457,75;0,00;2.674,00;39.945,50;86,94
16.06.2025 03:00;16.06.2025 04:00;13.431,50;0,00;2.677,00;39.450,25;84,00
16.06.2025 04:00;16.06.2025 05:00;13.172,00;5,25;2.786,75;40.451,75;83,28
16.06.2025 05:00;16.06.2025 06:00;12.880,25;440,25;3.158,00;43.448,75;88,39
16.06.2025 06:00;16.06.2025 07:00;11.370,50;2.910,50;3.721,25;49.734,75;112,43
16.06.2025 07:00;16.06.2025 08:00;9.832,00;7.900,00;3.735,50;54.834,25;123,49
16.06.2025 08:00;16.06.2025 09:00;8.870,75;15.463,75;3.330,50;57.844,00;108,92
